   Extinction, Scattering, and Absorption Properties Computed for
   Carbonaceous - Silicate Model for Interstellar Dust with R_V=3.1

Model consists of mixture of carbonaceous grains and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001, hereafter WD01) "case A" model for
R_V=3.1, renormalized following Draine (2003a) [see below].

PAH optical properties are from Li & Draine (2001).  The PAH/graphitic
grains in the log-normal size distributions are assumed to be 50%
neutral and 50% ionized.  The PAH/graphitic grains in the size
distribution given by eq. (5,6) of Weingartner & Draine (2001) are
assumed to be 100% ionized.

Graphite and silicate optical properties from Draine (2003b).

For R_V=3.1: THIS MODEL
	     grain abundances relative to H have been reduced by a
             factor 0.93 relative to the R_V=3.1 size distribution with
	     [C/H]_PAH=60ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
	     PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*60ppm = 55.8ppm

For R_V=4.0: grain abundances relative to H have been increased by a
             factor 0.93*1.27=1.18 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=40ppm in WD01
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.27 is the increase in A_Ic/N_H for R_V=4.0
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*1.27*40ppm = 47.2ppm

For R_V=5.5: grain abundances relative to H have been increased by a
             factor 0.93*1.52=1.42 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=30ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.52 is the increase in A_Ic/N_H for R_V=5.5
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
	     [C/H]_PAH = 0.93*1.52*30ppm = 42.4ppm

References:

Draine, B.T. 2003a, "Interstellar Dust Grains", Annu. Rev. Astr. Astrophys.,
    41, 241-289
Draine, B.T. 2003b, "Scattering by Interstellar Dust Grains. I. Optical
    and Ultraviolet", Astrophys. J., 598, 1017-1025
Draine, B.T. 2003c, "Scattering by Interstellar Dust Grains. II. X-Rays",
    Astrophys. J., 598, 1026-1037
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust.
    II. The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, Dust Grain Size Distributions and
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548,
    296-309 (WD01).

This table was calculated by B.T. Draine, Princeton University,
1.34896E+03 0.0000 -0.0037 3.373E-27 1.804E-01 0.40000
1.31826E+03 0.0000 -0.0038 3.501E-27 1.873E-01 0.40000
1.28825E+03 0.0000 -0.0038 3.635E-27 1.944E-01 0.40000
1.25893E+03 0.0000 -0.0039 3.774E-27 2.018E-01 0.40000
1.23027E+03 0.0000 -0.0040 3.918E-27 2.096E-01 0.40000
1.20226E+03 0.0000 -0.0040 4.068E-27 2.176E-01 0.40000
1.17490E+03 0.0000 -0.0041 4.223E-27 2.259E-01 0.40000
1.14815E+03 0.0000 -0.0041 4.384E-27 2.345E-01 0.40000
1.12202E+03 0.0000 -0.0042 4.551E-27 2.434E-01 0.40000
1.09648E+03 0.0000 -0.0042 4.724E-27 2.527E-01 0.40000
1.07152E+03 0.0000 -0.0043 4.905E-27 2.623E-01 0.40000
1.04713E+03 0.0000 -0.0043 5.092E-27 2.724E-01 0.40000
1.02329E+03 0.0000 -0.0044 5.286E-27 2.828E-01 0.40000
1.00000E+03 0.0000 -0.0044 5.489E-27 2.936E-01 0.40000
9.77237E+02 0.0000 -0.0045 5.699E-27 3.048E-01 0.40000
9.54993E+02 0.0000 -0.0045 5.917E-27 3.165E-01 0.40000
9.33254E+02 0.0000 -0.0046 6.143E-27 3.286E-01 0.40000
9.12011E+02 0.0000 -0.0046 6.379E-27 3.412E-01 0.40000
8.91251E+02 0.0000 -0.0047 6.623E-27 3.542E-01 0.40000
8.70964E+02 0.0000 -0.0047 6.876E-27 3.678E-01 0.40000
8.51138E+02 0.0000 -0.0047 7.138E-27 3.818E-01 0.40000
8.31764E+02 0.0000 -0.0048 7.411E-27 3.964E-01 0.40000
8.12831E+02 0.0000 -0.0048 7.693E-27 4.115E-01 0.40000
7.94328E+02 0.0000 -0.0049 7.987E-27 4.272E-01 0.40000
7.76247E+02 0.0000 -0.0049 8.292E-27 4.435E-01 0.40000
7.58578E+02 0.0000 -0.0049 8.608E-27 4.604E-01 0.40000
7.41310E+02 0.0000 -0.0050 8.938E-27 4.781E-01 0.40000
7.24436E+02 0.0000 -0.0050 9.282E-27 4.965E-01 0.40000
7.07946E+02 0.0000 -0.0050 9.641E-27 5.157E-01 0.40000
6.91831E+02 0.0000 -0.0050 1.002E-26 5.358E-01 0.40000
6.76083E+02 0.0000 -0.0051 1.041E-26 5.568E-01 0.40000
6.60693E+02 0.0000 -0.0051 1.082E-26 5.789E-01 0.40000
6.45654E+02 0.0000 -0.0051 1.125E-26 6.019E-01 0.40000
6.30957E+02 0.0000 -0.0051 1.171E-26 6.261E-01 0.40000
6.16595E+02 0.0000 -0.0051 1.218E-26 6.515E-01 0.40000
6.02560E+02 0.0000 -0.0052 1.268E-26 6.781E-01 0.40000
5.88844E+02 0.0000 -0.0052 1.320E-26 7.059E-01 0.40000
5.75440E+02 0.0000 -0.0052 1.374E-26 7.351E-01 0.40000
5.62341E+02 0.0000 -0.0052 1.432E-26 7.658E-01 0.40000
5.49541E+02 0.0000 -0.0052 1.492E-26 7.980E-01 0.40000
5.37032E+02 0.0000 -0.0052 1.555E-26 8.318E-01 0.40000
5.24807E+02 0.0000 -0.0052 1.622E-26 8.674E-01 0.40000
5.12861E+02 0.0000 -0.0053 1.692E-26 9.048E-01 0.40000
5.01187E+02 0.0000 -0.0053 1.765E-26 9.441E-01 0.40000
4.89779E+02 0.0000 -0.0053 1.842E-26 9.854E-01 0.40000
4.78630E+02 0.0000 -0.0053 1.924E-26 1.029E+00 0.40000
4.67735E+02 0.0000 -0.0053 2.009E-26 1.075E+00 0.40000
4.57088E+02 0.0000 -0.0053 2.099E-26 1.123E+00 0.40000
4.46684E+02 0.0000 -0.0053 2.194E-26 1.174E+00 0.40000
4.36516E+02 0.0000 -0.0053 2.294E-26 1.227E+00 0.40000
4.26580E+02 0.0000 -0.0053 2.399E-26 1.283E+00 0.40000
4.16869E+02 0.0000 -0.0053 2.510E-26 1.342E+00 0.40000
4.07380E+02 0.0000 -0.0052 2.627E-26 1.405E+00 0.40000
3.98107E+02 0.0000 -0.0052 2.750E-26 1.471E+00 0.40000
3.89045E+02 0.0000 -0.0052 2.881E-26 1.541E+00 0.40000
3.80189E+02 0.0000 -0.0052 3.018E-26 1.614E+00 0.40000
3.71535E+02 0.0000 -0.0052 3.164E-26 1.692E+00 0.40000
3.63078E+02 0.0000 -0.0052 3.318E-26 1.774E+00 0.40000
3.54813E+02 0.0000 -0.0052 3.480E-26 1.861E+00 0.40000
3.46737E+02 0.0000 -0.0051 3.652E-26 1.953E+00 0.40000
3.38844E+02 0.0000 -0.0051 3.833E-26 2.050E+00 0.40000
3.31131E+02 0.0000 -0.0051 4.025E-26 2.153E+00 0.40000
3.23594E+02 0.0000 -0.0051 4.228E-26 2.262E+00 0.40000
3.16228E+02 0.0000 -0.0050 4.444E-26 2.377E+00 0.40000
3.09030E+02 0.0000 -0.0050 4.671E-26 2.499E+00 0.40000
3.01995E+02 0.0000 -0.0050 4.913E-26 2.628E+00 0.40000
2.95121E+02 0.0000 -0.0049 5.168E-26 2.764E+00 0.40000
2.88403E+02 0.0000 -0.0049 5.439E-26 2.909E+00 0.40000
2.81838E+02 0.0000 -0.0048 5.726E-26 3.063E+00 0.40000
2.75423E+02 0.0000 -0.0048 6.030E-26 3.225E+00 0.40000
2.69153E+02 0.0000 -0.0047 6.354E-26 3.399E+00 0.40000
2.63027E+02 0.0000 -0.0047 6.699E-26 3.583E+00 0.40000
2.57040E+02 0.0000 -0.0046 7.063E-26 3.778E+00 0.40000
2.51189E+02 0.0000 -0.0046 7.446E-26 3.983E+00 0.40000
2.45471E+02 0.0000 -0.0045 7.829E-26 4.187E+00 0.40000
2.39883E+02 0.0000 -0.0044 8.216E-26 4.395E+00 0.40000
2.34423E+02 0.0000 -0.0043 8.608E-26 4.604E+00 0.40000
2.29087E+02 0.0000 -0.0043 9.020E-26 4.825E+00 0.40000
2.23872E+02 0.0000 -0.0042 9.453E-26 5.056E+00 0.40000
2.18776E+02 0.0000 -0.0041 9.909E-26 5.300E+00 0.40000
2.13796E+02 0.0000 -0.0040 1.039E-25 5.556E+00 0.40000
2.08930E+02 0.0000 -0.0039 1.089E-25 5.825E+00 0.40000
2.04174E+02 0.0000 -0.0038 1.142E-25 6.108E+00 0.40000
1.99526E+02 0.0000 -0.0037 1.197E-25 6.404E+00 0.40000
1.94984E+02 0.0000 -0.0035 1.256E-25 6.716E+00 0.40000
1.90546E+02 0.0000 -0.0034 1.317E-25 7.043E+00 0.40000
1.86209E+02 0.0000 -0.0033 1.381E-25 7.388E+00 0.40000
1.81970E+02 0.0000 -0.0031 1.449E-25 7.751E+00 0.40000
1.77828E+02 0.0000 -0.0030 1.521E-25 8.133E+00 0.40000
1.73780E+02 0.0000 -0.0028 1.596E-25 8.537E+00 0.40000
1.69824E+02 0.0000 -0.0026 1.676E-25 8.963E+00 0.40000
1.65959E+02 0.0000 -0.0024 1.760E-25 9.415E+00 0.40000
1.62181E+02 0.0000 -0.0022 1.850E-25 9.895E+00 0.40000
1.58489E+02 0.0000 -0.0020 1.946E-25 1.041E+01 0.40000
1.54882E+02 0.0000 -0.0017 2.048E-25 1.096E+01 0.40000
1.51356E+02 0.0000 -0.0015 2.159E-25 1.155E+01 0.40000
1.47911E+02 0.0000 -0.0012 2.278E-25 1.219E+01 0.40000
1.44544E+02 0.0000 -0.0009 2.408E-25 1.288E+01 0.40000
1.41254E+02 0.0000 -0.0006 2.544E-25 1.361E+01 0.40000
1.38038E+02 0.0000 -0.0002 2.679E-25 1.433E+01 0.40000
1.34896E+02 0.0000  0.0002 2.802E-25 1.499E+01 0.40000
1.31826E+02 0.0000  0.0005 2.917E-25 1.560E+01 0.40000
1.28825E+02 0.0000  0.0010 3.035E-25 1.623E+01 0.40000
1.25893E+02 0.0000  0.0014 3.162E-25 1.691E+01 0.40000
1.23027E+02 0.0000  0.0019 3.300E-25 1.765E+01 0.40000
1.20226E+02 0.0000  0.0024 3.450E-25 1.845E+01 0.40000
1.17490E+02 0.0000  0.0029 3.611E-25 1.931E+01 0.40000
1.14815E+02 0.0000  0.0035 3.784E-25 2.024E+01 0.40000
1.12202E+02 0.0000  0.0041 3.969E-25 2.123E+01 0.40000
1.09648E+02 0.0000  0.0046 4.165E-25 2.228E+01 0.40000
1.07152E+02 0.0000  0.0052 4.373E-25 2.339E+01 0.40000
1.04713E+02 0.0000  0.0058 4.594E-25 2.457E+01 0.40000
1.02329E+02 0.0000  0.0063 4.828E-25 2.582E+01 0.40000
1.00000E+02 0.0000  0.0068 5.076E-25 2.715E+01 0.40000
9.77237E+01 0.0000  0.0072 5.338E-25 2.855E+01 0.40000
9.54993E+01 0.0000  0.0076 5.615E-25 3.003E+01 0.40000
9.33254E+01 0.0000  0.0081 5.908E-25 3.160E+01 0.40000
9.12011E+01 0.0000  0.0084 6.217E-25 3.325E+01 0.40000
8.91251E+01 0.0000  0.0088 6.542E-25 3.499E+01 0.40000
8.70964E+01 0.0000  0.0091 6.889E-25 3.684E+01 0.40000
8.51138E+01 0.0000  0.0093 7.256E-25 3.881E+01 0.40000
8.31764E+01 0.0000  0.0095 7.643E-25 4.088E+01 0.40000
8.12831E+01 0.0000  0.0094 8.054E-25 4.308E+01 0.40000
7.94328E+01 0.0000  0.0093 8.488E-25 4.540E+01 0.40000
7.76247E+01 0.0000  0.0090 8.945E-25 4.785E+01 0.40000
7.58578E+01 0.0000  0.0087 9.431E-25 5.044E+01 0.40000
7.41310E+01 0.0000  0.0082 9.943E-25 5.318E+01 0.40000
7.24436E+01 0.0001  0.0077 1.048E-24 5.607E+01 0.40000
7.07946E+01 0.0001  0.0070 1.105E-24 5.911E+01 0.40000
6.91831E+01 0.0001  0.0063 1.166E-24 6.235E+01 0.40000
6.76083E+01 0.0001  0.0054 1.230E-24 6.578E+01 0.40000
6.60693E+01 0.0001  0.0045 1.298E-24 6.941E+01 0.40000
6.45654E+01 0.0001  0.0035 1.369E-24 7.323E+01 0.40000
6.30957E+01 0.0001  0.0024 1.445E-24 7.728E+01 0.40000
6.16595E+01 0.0001  0.0012 1.525E-24 8.157E+01 0.40000
6.02560E+01 0.0001  0.0000 1.610E-24 8.611E+01 0.40000
5.88844E+01 0.0001 -0.0013 1.700E-24 9.091E+01 0.40000
5.75440E+01 0.0001 -0.0025 1.795E-24 9.600E+01 0.40000
5.62341E+01 0.0001 -0.0038 1.896E-24 1.014E+02 0.40000
5.49541E+01 0.0001 -0.0051 2.003E-24 1.071E+02 0.40000
5.37032E+01 0.0001 -0.0064 2.117E-24 1.132E+02 0.40000
5.24807E+01 0.0001 -0.0076 2.238E-24 1.197E+02 0.40000
5.12861E+01 0.0001 -0.0089 2.365E-24 1.265E+02 0.40000
5.01187E+01 0.0001 -0.0100 2.502E-24 1.338E+02 0.40000
4.89779E+01 0.0001 -0.0110 2.646E-24 1.415E+02 0.40000
4.78630E+01 0.0001 -0.0119 2.801E-24 1.498E+02 0.40000
4.67735E+01 0.0001 -0.0127 2.965E-24 1.586E+02 0.40000
4.57088E+01 0.0001 -0.0134 3.141E-24 1.680E+02 0.40000
4.46684E+01 0.0001 -0.0140 3.328E-24 1.780E+02 0.40000
4.36516E+01 0.0001 -0.0144 3.528E-24 1.887E+02 0.40000
4.26580E+01 0.0001 -0.0148 3.741E-24 2.001E+02 0.40000
4.16869E+01 0.0001 -0.0152 3.967E-24 2.122E+02 0.40000
4.07380E+01 0.0001 -0.0155 4.206E-24 2.249E+02 0.39999
3.98107E+01 0.0001 -0.0158 4.457E-24 2.383E+02 0.39999
3.89045E+01 0.0001 -0.0162 4.719E-24 2.523E+02 0.39999
3.80189E+01 0.0001 -0.0166 4.989E-24 2.668E+02 0.39999
3.71535E+01 0.0002 -0.0169 5.263E-24 2.815E+02 0.39999
3.63078E+01 0.0002 -0.0174 5.538E-24 2.962E+02 0.39999
3.54813E+01 0.0002 -0.0178 5.812E-24 3.108E+02 0.39999
3.46737E+01 0.0002 -0.0183 6.080E-24 3.252E+02 0.39999
3.38844E+01 0.0002 -0.0188 6.338E-24 3.390E+02 0.39999
3.31131E+01 0.0002 -0.0194 6.584E-24 3.521E+02 0.39999
3.23594E+01 0.0002 -0.0200 6.816E-24 3.645E+02 0.39999
3.16228E+01 0.0002 -0.0207 7.028E-24 3.759E+02 0.39999
3.09030E+01 0.0002 -0.0213 7.223E-24 3.863E+02 0.39999
3.01995E+01 0.0002 -0.0219 7.403E-24 3.959E+02 0.39999
2.95121E+01 0.0002 -0.0226 7.568E-24 4.047E+02 0.39999
2.88403E+01 0.0002 -0.0232 7.727E-24 4.132E+02 0.39998
2.81838E+01 0.0002 -0.0237 7.887E-24 4.218E+02 0.39998
2.75423E+01 0.0003 -0.0242 8.054E-24 4.307E+02 0.39998
2.69153E+01 0.0003 -0.0245 8.235E-24 4.403E+02 0.39998
2.63027E+01 0.0003 -0.0248 8.434E-24 4.510E+02 0.39998
2.57040E+01 0.0003 -0.0249 8.656E-24 4.628E+02 0.39998
2.51189E+01 0.0003 -0.0249 8.903E-24 4.761E+02 0.39998
2.45471E+01 0.0003 -0.0248 9.174E-24 4.905E+02 0.39998
2.39883E+01 0.0003 -0.0248 9.461E-24 5.059E+02 0.39998
2.34423E+01 0.0004 -0.0248 9.810E-24 5.246E+02 0.39997
2.29087E+01 0.0004 -0.0249 1.015E-23 5.429E+02 0.39997
2.23872E+01 0.0004 -0.0249 1.056E-23 5.646E+02 0.39997
2.18776E+01 0.0004 -0.0250 1.103E-23 5.897E+02 0.39997
2.13796E+01 0.0004 -0.0250 1.157E-23 6.188E+02 0.39997
2.08930E+01 0.0005 -0.0249 1.204E-23 6.437E+02 0.39997
2.04174E+01 0.0005 -0.0249 1.247E-23 6.665E+02 0.39997
1.99526E+01 0.0005 -0.0247 1.309E-23 6.997E+02 0.39996
1.94984E+01 0.0005 -0.0247 1.370E-23 7.322E+02 0.39996
1.90546E+01 0.0006 -0.0248 1.418E-23 7.579E+02 0.39996
1.86209E+01 0.0006 -0.0252 1.449E-23 7.744E+02 0.39996
1.81970E+01 0.0006 -0.0256 1.469E-23 7.852E+02 0.39996
1.77828E+01 0.0007 -0.0261 1.437E-23 7.680E+02 0.39995
1.73780E+01 0.0008 -0.0266 1.397E-23 7.468E+02 0.39995
1.69824E+01 0.0009 -0.0271 1.345E-23 7.187E+02 0.39995
1.65959E+01 0.0010 -0.0275 1.286E-23 6.873E+02 0.39994
1.62181E+01 0.0011 -0.0279 1.217E-23 6.501E+02 0.39994
1.58489E+01 0.0013 -0.0282 1.143E-23 6.106E+02 0.39994
1.54882E+01 0.0016 -0.0286 1.077E-23 5.754E+02 0.39993
1.51356E+01 0.0018 -0.0289 1.018E-23 5.436E+02 0.39993
1.47911E+01 0.0021 -0.0291 9.681E-24 5.167E+02 0.39993
1.44544E+01 0.0024 -0.0292 9.262E-24 4.942E+02 0.39992
1.41254E+01 0.0027 -0.0291 9.150E-24 4.881E+02 0.39992
1.38038E+01 0.0029 -0.0290 9.504E-24 5.069E+02 0.39991
1.34896E+01 0.0030 -0.0289 1.033E-23 5.509E+02 0.39991
1.31826E+01 0.0030 -0.0289 1.140E-23 6.081E+02 0.39991
1.28825E+01 0.0030 -0.0289 1.263E-23 6.737E+02 0.39990
