   Extinction, Scattering, and Absorption Properties Computed for
   Carbonaceous - Silicate Model for Interstellar Dust with R_V=5.5

Model consists of mixture of carbonaceous grains and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001, hereafter WD01) case "A" model for
R_V=5.5, renormalized following Draine (2003a) [see below].

PAH optical properties are from Li & Draine (2001).  The PAH/graphitic
grains in the log-normal size distributions are assumed to be 50%
neutral and 50% ionized.  The PAH/graphitic grains in the size
distribution given by eq. (5,6) of Weingartner & Draine (2001) are
assumed to be 100% ionized.

Graphite and silicate optical properties from Draine (2003b).

For R_V=3.1: grain abundances relative to H have been reduced by a
             factor 0.93 relative to the R_V=3.1 size distribution with
	     [C/H]_PAH=60ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
	     PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*60ppm = 55.8ppm

For R_V=4.0: grain abundances relative to H have been increased by a
             factor 0.93*1.27=1.18 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=40ppm in WD01
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.27 is the increase in A_Ic/N_H for R_V=4.0
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*1.27*40ppm = 47.2ppm

For R_V=5.5: THIS MODEL
             grain abundances relative to H have been increased by a
             factor 0.93*1.52=1.42 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=30ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.52 is the increase in A_Ic/N_H for R_V=5.5
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
	     [C/H]_PAH = 0.93*1.52*30ppm = 42.4ppm

References:

Draine, B.T. 2003a, "Interstellar Dust Grains", Annu. Rev. Astr. Astrophys.,
    41, 241-289
Draine, B.T. 2003b, "Scattering by Interstellar Dust Grains. I. Optical
    and Ultraviolet", Astrophys. J., 598, 1017-1025
Draine, B.T. 2003c, "Scattering by Interstellar Dust Grains. II. X-Rays",
    Astrophys. J., 598, 1026-1037
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust.
    II. The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, Dust Grain Size Distributions and
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548,
    296-309 (WD01).

This table was calculated by B.T. Draine, Princeton University,
2.29087E+03 0.0000 -0.0105 1.956E-27 8.896E-02 0.39999
2.23872E+03 0.0000 -0.0107 2.027E-27 9.217E-02 0.39999
2.18776E+03 0.0000 -0.0109 2.100E-27 9.550E-02 0.39999
2.13796E+03 0.0000 -0.0110 2.176E-27 9.894E-02 0.39999
2.08930E+03 0.0000 -0.0112 2.254E-27 1.025E-01 0.39999
2.04174E+03 0.0000 -0.0114 2.335E-27 1.062E-01 0.39999
1.99526E+03 0.0000 -0.0116 2.419E-27 1.100E-01 0.39999
1.94984E+03 0.0000 -0.0117 2.506E-27 1.140E-01 0.39999
1.90546E+03 0.0000 -0.0119 2.596E-27 1.180E-01 0.39999
1.86209E+03 0.0000 -0.0121 2.689E-27 1.223E-01 0.39999
1.81970E+03 0.0000 -0.0122 2.785E-27 1.266E-01 0.39999
1.77828E+03 0.0000 -0.0124 2.885E-27 1.312E-01 0.39999
1.73780E+03 0.0000 -0.0125 2.988E-27 1.359E-01 0.39999
1.69824E+03 0.0000 -0.0127 3.095E-27 1.408E-01 0.39999
1.65959E+03 0.0000 -0.0128 3.206E-27 1.458E-01 0.39999
1.62181E+03 0.0000 -0.0130 3.321E-27 1.510E-01 0.39999
1.58489E+03 0.0000 -0.0131 3.440E-27 1.564E-01 0.39999
1.54882E+03 0.0000 -0.0133 3.563E-27 1.620E-01 0.39999
1.51356E+03 0.0000 -0.0134 3.690E-27 1.678E-01 0.39999
1.47911E+03 0.0000 -0.0135 3.822E-27 1.738E-01 0.39999
1.44544E+03 0.0000 -0.0137 3.959E-27 1.801E-01 0.39999
1.41254E+03 0.0000 -0.0138 4.101E-27 1.865E-01 0.39999
1.38038E+03 0.0000 -0.0139 4.248E-27 1.932E-01 0.39999
1.34896E+03 0.0000 -0.0140 4.401E-27 2.001E-01 0.39999
1.31826E+03 0.0000 -0.0141 4.559E-27 2.073E-01 0.39999
1.28825E+03 0.0000 -0.0142 4.722E-27 2.147E-01 0.39999
1.25893E+03 0.0000 -0.0144 4.891E-27 2.224E-01 0.39999
1.23027E+03 0.0000 -0.0145 5.067E-27 2.304E-01 0.39999
1.20226E+03 0.0000 -0.0146 5.250E-27 2.388E-01 0.40000
1.17490E+03 0.0000 -0.0147 5.439E-27 2.473E-01 0.40000
1.14815E+03 0.0000 -0.0148 5.634E-27 2.562E-01 0.40000
1.12202E+03 0.0000 -0.0148 5.837E-27 2.655E-01 0.40000
1.09648E+03 0.0000 -0.0149 6.048E-27 2.750E-01 0.40000
1.07152E+03 0.0000 -0.0150 6.266E-27 2.850E-01 0.40000
1.04713E+03 0.0000 -0.0151 6.493E-27 2.953E-01 0.40000
1.02329E+03 0.0000 -0.0152 6.728E-27 3.060E-01 0.40000
1.00000E+03 0.0000 -0.0153 6.972E-27 3.171E-01 0.40000
9.77237E+02 0.0000 -0.0153 7.226E-27 3.286E-01 0.40000
9.54993E+02 0.0000 -0.0154 7.489E-27 3.406E-01 0.40000
9.33254E+02 0.0000 -0.0155 7.763E-27 3.530E-01 0.40000
9.12011E+02 0.0000 -0.0155 8.046E-27 3.659E-01 0.40000
8.91251E+02 0.0000 -0.0156 8.340E-27 3.793E-01 0.40000
8.70964E+02 0.0000 -0.0156 8.645E-27 3.931E-01 0.40000
8.51138E+02 0.0000 -0.0157 8.961E-27 4.075E-01 0.40000
8.31764E+02 0.0000 -0.0157 9.289E-27 4.224E-01 0.40000
8.12831E+02 0.0000 -0.0158 9.628E-27 4.379E-01 0.40000
7.94328E+02 0.0000 -0.0158 9.981E-27 4.539E-01 0.40000
7.76247E+02 0.0000 -0.0159 1.035E-26 4.705E-01 0.40000
7.58578E+02 0.0000 -0.0159 1.073E-26 4.878E-01 0.40000
7.41310E+02 0.0000 -0.0160 1.112E-26 5.058E-01 0.40000
7.24436E+02 0.0000 -0.0160 1.154E-26 5.246E-01 0.40000
7.07946E+02 0.0000 -0.0160 1.197E-26 5.442E-01 0.40000
6.91831E+02 0.0000 -0.0160 1.242E-26 5.646E-01 0.40000
6.76083E+02 0.0000 -0.0161 1.289E-26 5.861E-01 0.40000
6.60693E+02 0.0000 -0.0161 1.338E-26 6.086E-01 0.40000
6.45654E+02 0.0000 -0.0161 1.390E-26 6.321E-01 0.40000
6.30957E+02 0.0000 -0.0161 1.444E-26 6.567E-01 0.40000
6.16595E+02 0.0000 -0.0161 1.501E-26 6.826E-01 0.40000
6.02560E+02 0.0000 -0.0161 1.561E-26 7.097E-01 0.40000
5.88844E+02 0.0000 -0.0162 1.623E-26 7.380E-01 0.40000
5.75440E+02 0.0000 -0.0162 1.688E-26 7.678E-01 0.40000
5.62341E+02 0.0000 -0.0162 1.757E-26 7.990E-01 0.40000
5.49541E+02 0.0000 -0.0162 1.829E-26 8.318E-01 0.40000
5.37032E+02 0.0000 -0.0162 1.905E-26 8.663E-01 0.40000
5.24807E+02 0.0000 -0.0161 1.985E-26 9.026E-01 0.40000
5.12861E+02 0.0000 -0.0161 2.069E-26 9.407E-01 0.40000
5.01187E+02 0.0000 -0.0161 2.157E-26 9.808E-01 0.40000
4.89779E+02 0.0000 -0.0161 2.249E-26 1.023E+00 0.40000
4.78630E+02 0.0000 -0.0161 2.347E-26 1.067E+00 0.40000
4.67735E+02 0.0000 -0.0161 2.449E-26 1.114E+00 0.40000
4.57088E+02 0.0000 -0.0160 2.557E-26 1.163E+00 0.40000
4.46684E+02 0.0000 -0.0160 2.671E-26 1.215E+00 0.40000
4.36516E+02 0.0000 -0.0160 2.791E-26 1.269E+00 0.40000
4.26580E+02 0.0000 -0.0159 2.917E-26 1.327E+00 0.40000
4.16869E+02 0.0000 -0.0159 3.050E-26 1.387E+00 0.40000
4.07380E+02 0.0000 -0.0158 3.190E-26 1.451E+00 0.40000
3.98107E+02 0.0000 -0.0158 3.339E-26 1.518E+00 0.40000
3.89045E+02 0.0000 -0.0157 3.495E-26 1.590E+00 0.40000
3.80189E+02 0.0000 -0.0157 3.661E-26 1.665E+00 0.40000
3.71535E+02 0.0000 -0.0156 3.835E-26 1.744E+00 0.40000
3.63078E+02 0.0000 -0.0155 4.020E-26 1.828E+00 0.40000
3.54813E+02 0.0000 -0.0155 4.215E-26 1.917E+00 0.40000
3.46737E+02 0.0000 -0.0154 4.421E-26 2.011E+00 0.40000
3.38844E+02 0.0000 -0.0153 4.639E-26 2.110E+00 0.40000
3.31131E+02 0.0000 -0.0152 4.870E-26 2.215E+00 0.40000
3.23594E+02 0.0000 -0.0151 5.115E-26 2.326E+00 0.40000
3.16228E+02 0.0000 -0.0150 5.373E-26 2.444E+00 0.40000
3.09030E+02 0.0000 -0.0149 5.647E-26 2.568E+00 0.40000
3.01995E+02 0.0000 -0.0148 5.937E-26 2.700E+00 0.40000
2.95121E+02 0.0000 -0.0147 6.245E-26 2.840E+00 0.40000
2.88403E+02 0.0000 -0.0146 6.570E-26 2.988E+00 0.40000
2.81838E+02 0.0000 -0.0144 6.916E-26 3.145E+00 0.40000
2.75423E+02 0.0000 -0.0143 7.282E-26 3.312E+00 0.40000
2.69153E+02 0.0000 -0.0141 7.673E-26 3.489E+00 0.40000
2.63027E+02 0.0000 -0.0140 8.087E-26 3.678E+00 0.40000
2.57040E+02 0.0000 -0.0138 8.526E-26 3.877E+00 0.40000
2.51189E+02 0.0000 -0.0136 8.988E-26 4.087E+00 0.40000
2.45471E+02 0.0000 -0.0134 9.448E-26 4.297E+00 0.40000
2.39883E+02 0.0000 -0.0132 9.913E-26 4.508E+00 0.40000
2.34423E+02 0.0000 -0.0130 1.038E-25 4.722E+00 0.40000
2.29087E+02 0.0000 -0.0128 1.088E-25 4.948E+00 0.40000
2.23872E+02 0.0000 -0.0125 1.140E-25 5.184E+00 0.40000
2.18776E+02 0.0000 -0.0123 1.195E-25 5.433E+00 0.40000
2.13796E+02 0.0000 -0.0120 1.252E-25 5.694E+00 0.40000
2.08930E+02 0.0000 -0.0117 1.313E-25 5.969E+00 0.40000
2.04174E+02 0.0000 -0.0114 1.376E-25 6.257E+00 0.40000
1.99526E+02 0.0000 -0.0110 1.442E-25 6.560E+00 0.40000
1.94984E+02 0.0000 -0.0107 1.512E-25 6.877E+00 0.40000
1.90546E+02 0.0000 -0.0103 1.586E-25 7.211E+00 0.40000
1.86209E+02 0.0000 -0.0099 1.663E-25 7.563E+00 0.40000
1.81970E+02 0.0000 -0.0095 1.744E-25 7.933E+00 0.40000
1.77828E+02 0.0000 -0.0090 1.830E-25 8.322E+00 0.40000
1.73780E+02 0.0000 -0.0085 1.921E-25 8.734E+00 0.40000
1.69824E+02 0.0000 -0.0080 2.016E-25 9.168E+00 0.40000
1.65959E+02 0.0000 -0.0074 2.117E-25 9.628E+00 0.40000
1.62181E+02 0.0000 -0.0068 2.225E-25 1.012E+01 0.40000
1.58489E+02 0.0000 -0.0061 2.340E-25 1.064E+01 0.40000
1.54882E+02 0.0000 -0.0054 2.463E-25 1.120E+01 0.40000
1.51356E+02 0.0000 -0.0046 2.597E-25 1.181E+01 0.40000
1.47911E+02 0.0000 -0.0038 2.745E-25 1.248E+01 0.40000
1.44544E+02 0.0000 -0.0029 2.907E-25 1.322E+01 0.40000
1.41254E+02 0.0001 -0.0019 3.084E-25 1.402E+01 0.40000
1.38038E+02 0.0001 -0.0008 3.260E-25 1.483E+01 0.40000
1.34896E+02 0.0001  0.0003 3.412E-25 1.551E+01 0.40000
1.31826E+02 0.0001  0.0016 3.543E-25 1.611E+01 0.40000
1.28825E+02 0.0001  0.0029 3.679E-25 1.673E+01 0.40000
1.25893E+02 0.0001  0.0043 3.829E-25 1.741E+01 0.40000
1.23027E+02 0.0001  0.0059 3.997E-25 1.818E+01 0.40000
1.20226E+02 0.0001  0.0075 4.181E-25 1.901E+01 0.40000
1.17490E+02 0.0001  0.0092 4.381E-25 1.992E+01 0.40000
1.14815E+02 0.0001  0.0110 4.596E-25 2.090E+01 0.40000
1.12202E+02 0.0001  0.0129 4.828E-25 2.195E+01 0.40000
1.09648E+02 0.0001  0.0147 5.075E-25 2.308E+01 0.40000
1.07152E+02 0.0001  0.0165 5.340E-25 2.428E+01 0.40000
1.04713E+02 0.0001  0.0182 5.622E-25 2.556E+01 0.40000
1.02329E+02 0.0001  0.0196 5.922E-25 2.693E+01 0.40000
1.00000E+02 0.0001  0.0208 6.241E-25 2.838E+01 0.40000
9.77237E+01 0.0001  0.0216 6.579E-25 2.992E+01 0.40000
9.54993E+01 0.0001  0.0221 6.937E-25 3.154E+01 0.40000
9.33254E+01 0.0001  0.0225 7.317E-25 3.327E+01 0.40000
9.12011E+01 0.0001  0.0226 7.718E-25 3.510E+01 0.40000
8.91251E+01 0.0001  0.0223 8.143E-25 3.703E+01 0.40000
8.70964E+01 0.0001  0.0216 8.596E-25 3.909E+01 0.40000
8.51138E+01 0.0001  0.0203 9.077E-25 4.128E+01 0.40000
8.31764E+01 0.0001  0.0184 9.584E-25 4.358E+01 0.40000
8.12831E+01 0.0001  0.0159 1.012E-24 4.602E+01 0.40000
7.94328E+01 0.0001  0.0131 1.068E-24 4.858E+01 0.40000
7.76247E+01 0.0002  0.0099 1.128E-24 5.127E+01 0.40000
7.58578E+01 0.0002  0.0067 1.190E-24 5.411E+01 0.40000
7.41310E+01 0.0002  0.0033 1.255E-24 5.708E+01 0.40000
7.24436E+01 0.0002 -0.0003 1.324E-24 6.020E+01 0.40000
7.07946E+01 0.0002 -0.0039 1.396E-24 6.348E+01 0.40000
6.91831E+01 0.0002 -0.0075 1.472E-24 6.694E+01 0.40000
6.76083E+01 0.0002 -0.0111 1.552E-24 7.058E+01 0.40000
6.60693E+01 0.0002 -0.0146 1.637E-24 7.442E+01 0.39999
6.45654E+01 0.0002 -0.0181 1.725E-24 7.844E+01 0.39999
6.30957E+01 0.0002 -0.0216 1.818E-24 8.267E+01 0.39999
6.16595E+01 0.0002 -0.0248 1.916E-24 8.714E+01 0.39999
6.02560E+01 0.0002 -0.0279 2.020E-24 9.183E+01 0.39999
5.88844E+01 0.0003 -0.0309 2.129E-24 9.678E+01 0.39999
5.75440E+01 0.0003 -0.0337 2.244E-24 1.020E+02 0.39998
5.62341E+01 0.0003 -0.0363 2.365E-24 1.075E+02 0.39998
5.49541E+01 0.0003 -0.0387 2.494E-24 1.134E+02 0.39998
5.37032E+01 0.0003 -0.0409 2.630E-24 1.196E+02 0.39998
5.24807E+01 0.0003 -0.0429 2.774E-24 1.261E+02 0.39998
5.12861E+01 0.0003 -0.0447 2.926E-24 1.330E+02 0.39997
5.01187E+01 0.0003 -0.0464 3.087E-24 1.403E+02 0.39997
4.89779E+01 0.0004 -0.0475 3.258E-24 1.481E+02 0.39997
4.78630E+01 0.0004 -0.0484 3.441E-24 1.564E+02 0.39997
4.67735E+01 0.0004 -0.0492 3.635E-24 1.653E+02 0.39996
4.57088E+01 0.0004 -0.0499 3.843E-24 1.747E+02 0.39996
4.46684E+01 0.0004 -0.0504 4.064E-24 1.848E+02 0.39996
4.36516E+01 0.0004 -0.0507 4.301E-24 1.955E+02 0.39996
4.26580E+01 0.0005 -0.0510 4.552E-24 2.069E+02 0.39996
4.16869E+01 0.0005 -0.0512 4.819E-24 2.191E+02 0.39995
4.07380E+01 0.0005 -0.0516 5.102E-24 2.319E+02 0.39995
3.98107E+01 0.0005 -0.0520 5.399E-24 2.454E+02 0.39995
3.89045E+01 0.0005 -0.0524 5.708E-24 2.595E+02 0.39994
3.80189E+01 0.0006 -0.0530 6.029E-24 2.740E+02 0.39994
3.71535E+01 0.0006 -0.0537 6.353E-24 2.888E+02 0.39994
3.63078E+01 0.0006 -0.0545 6.679E-24 3.035E+02 0.39993
3.54813E+01 0.0006 -0.0554 7.004E-24 3.183E+02 0.39993
3.46737E+01 0.0006 -0.0565 7.325E-24 3.329E+02 0.39992
3.38844E+01 0.0006 -0.0579 7.634E-24 3.469E+02 0.39992
3.31131E+01 0.0007 -0.0594 7.931E-24 3.605E+02 0.39991
3.23594E+01 0.0007 -0.0611 8.213E-24 3.733E+02 0.39991
3.16228E+01 0.0007 -0.0629 8.475E-24 3.852E+02 0.39990
3.09030E+01 0.0007 -0.0649 8.719E-24 3.962E+02 0.39989
3.01995E+01 0.0008 -0.0669 8.947E-24 4.066E+02 0.39988
2.95121E+01 0.0008 -0.0689 9.162E-24 4.163E+02 0.39987
2.88403E+01 0.0008 -0.0708 9.370E-24 4.258E+02 0.39986
2.81838E+01 0.0009 -0.0726 9.581E-24 4.353E+02 0.39985
2.75423E+01 0.0009 -0.0741 9.802E-24 4.454E+02 0.39984
2.69153E+01 0.0010 -0.0754 1.004E-23 4.562E+02 0.39983
2.63027E+01 0.0010 -0.0765 1.030E-23 4.681E+02 0.39982
2.57040E+01 0.0011 -0.0773 1.059E-23 4.812E+02 0.39981
2.51189E+01 0.0011 -0.0779 1.092E-23 4.958E+02 0.39980
2.45471E+01 0.0012 -0.0784 1.126E-23 5.117E+02 0.39979
2.39883E+01 0.0013 -0.0789 1.163E-23 5.283E+02 0.39978
2.34423E+01 0.0013 -0.0796 1.207E-23 5.481E+02 0.39977
2.29087E+01 0.0014 -0.0802 1.250E-23 5.677E+02 0.39976
2.23872E+01 0.0015 -0.0806 1.302E-23 5.914E+02 0.39974
2.18776E+01 0.0015 -0.0811 1.361E-23 6.178E+02 0.39973
2.13796E+01 0.0016 -0.0814 1.424E-23 6.464E+02 0.39972
2.08930E+01 0.0017 -0.0817 1.485E-23 6.740E+02 0.39970
2.04174E+01 0.0018 -0.0820 1.543E-23 7.004E+02 0.39969
1.99526E+01 0.0019 -0.0821 1.622E-23 7.363E+02 0.39967
1.94984E+01 0.0019 -0.0826 1.699E-23 7.711E+02 0.39966
1.90546E+01 0.0021 -0.0835 1.760E-23 7.985E+02 0.39964
1.86209E+01 0.0022 -0.0847 1.798E-23 8.158E+02 0.39961
1.81970E+01 0.0024 -0.0861 1.817E-23 8.243E+02 0.39959
1.77828E+01 0.0026 -0.0874 1.787E-23 8.107E+02 0.39956
1.73780E+01 0.0029 -0.0888 1.741E-23 7.895E+02 0.39953
1.69824E+01 0.0033 -0.0900 1.678E-23 7.607E+02 0.39951
1.65959E+01 0.0038 -0.0911 1.606E-23 7.277E+02 0.39948
1.62181E+01 0.0044 -0.0921 1.523E-23 6.895E+02 0.39945
1.58489E+01 0.0051 -0.0930 1.436E-23 6.499E+02 0.39942
1.54882E+01 0.0060 -0.0937 1.358E-23 6.138E+02 0.39938
1.51356E+01 0.0070 -0.0942 1.287E-23 5.814E+02 0.39935
1.47911E+01 0.0081 -0.0946 1.228E-23 5.540E+02 0.39932
1.44544E+01 0.0093 -0.0946 1.179E-23 5.312E+02 0.39928
1.41254E+01 0.0104 -0.0944 1.168E-23 5.255E+02 0.39925
1.38038E+01 0.0111 -0.0940 1.214E-23 5.460E+02 0.39922
1.34896E+01 0.0114 -0.0935 1.318E-23 5.927E+02 0.39919
1.31826E+01 0.0115 -0.0931 1.453E-23 6.530E+02 0.39915
