   Extinction, Scattering, and Absorption Properties Computed for
   Carbonaceous - Silicate Model for Interstellar Dust with R_V=4.0

Model consists of mixture of carbonaceous grains and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001, hereafter WD01) case "A" model for
R_V=4.0, renormalized following Draine (2003a) [see below].

PAH optical properties are from Li & Draine (2001).  The PAH/graphitic
grains in the log-normal size distributions are assumed to be 50%
neutral and 50% ionized.  The PAH/graphitic grains in the size
distribution given by eq. (5,6) of Weingartner & Draine (2001) are
assumed to be 100% ionized.

Graphite and silicate optical properties from Draine (2003b).

For R_V=3.1: grain abundances relative to H have been reduced by a
             factor 0.93 relative to the R_V=3.1 size distribution with
	     [C/H]_PAH=60ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
	     PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*60ppm = 55.8ppm

For R_V=4.0: THIS MODEL
	     grain abundances relative to H have been increased by a
             factor 0.93*1.27=1.18 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=40ppm in WD01
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.27 is the increase in A_Ic/N_H for R_V=4.0
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*1.27*40ppm = 47.2ppm

For R_V=5.5: grain abundances relative to H have been increased by a
             factor 0.93*1.52=1.42 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=30ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.52 is the increase in A_Ic/N_H for R_V=5.5
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
	     [C/H]_PAH = 0.93*1.52*30ppm = 42.4ppm

References:

Draine, B.T. 2003a, "Interstellar Dust Grains", Annu. Rev. Astr. Astrophys.,
    41, 241-289
Draine, B.T. 2003b, "Scattering by Interstellar Dust Grains. I. Optical
    and Ultraviolet", Astrophys. J., 598, 1017-1025
Draine, B.T. 2003c, "Scattering by Interstellar Dust Grains. II. X-Rays",
    Astrophys. J., 598, 1026-1037
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust.
    II. The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, Dust Grain Size Distributions and
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548,
    296-309 (WD01).

This table was calculated by B.T. Draine, Princeton University,
6.91831E+02 0.0000 -0.0080 1.080E-26 5.485E-01 0.40000
6.76083E+02 0.0000 -0.0081 1.122E-26 5.698E-01 0.40000
6.60693E+02 0.0000 -0.0081 1.166E-26 5.922E-01 0.40000
6.45654E+02 0.0000 -0.0081 1.212E-26 6.156E-01 0.40000
6.30957E+02 0.0000 -0.0081 1.260E-26 6.400E-01 0.40000
6.16595E+02 0.0000 -0.0082 1.311E-26 6.657E-01 0.40000
6.02560E+02 0.0000 -0.0082 1.364E-26 6.927E-01 0.40000
5.88844E+02 0.0000 -0.0082 1.419E-26 7.209E-01 0.40000
5.75440E+02 0.0000 -0.0082 1.478E-26 7.505E-01 0.40000
5.62341E+02 0.0000 -0.0082 1.539E-26 7.815E-01 0.40000
5.49541E+02 0.0000 -0.0082 1.603E-26 8.141E-01 0.40000
5.37032E+02 0.0000 -0.0082 1.670E-26 8.484E-01 0.40000
5.24807E+02 0.0000 -0.0082 1.741E-26 8.844E-01 0.40000
5.12861E+02 0.0000 -0.0082 1.816E-26 9.223E-01 0.40000
5.01187E+02 0.0000 -0.0082 1.894E-26 9.621E-01 0.40000
4.89779E+02 0.0000 -0.0082 1.977E-26 1.004E+00 0.40000
4.78630E+02 0.0000 -0.0082 2.063E-26 1.048E+00 0.40000
4.67735E+02 0.0000 -0.0082 2.154E-26 1.094E+00 0.40000
4.57088E+02 0.0000 -0.0082 2.250E-26 1.143E+00 0.40000
4.46684E+02 0.0000 -0.0082 2.351E-26 1.194E+00 0.40000
4.36516E+02 0.0000 -0.0082 2.458E-26 1.248E+00 0.40000
4.26580E+02 0.0000 -0.0082 2.570E-26 1.305E+00 0.40000
4.16869E+02 0.0000 -0.0082 2.688E-26 1.365E+00 0.40000
4.07380E+02 0.0000 -0.0082 2.813E-26 1.429E+00 0.40000
3.98107E+02 0.0000 -0.0081 2.944E-26 1.495E+00 0.40000
3.89045E+02 0.0000 -0.0081 3.083E-26 1.566E+00 0.40000
3.80189E+02 0.0000 -0.0081 3.230E-26 1.640E+00 0.40000
3.71535E+02 0.0000 -0.0081 3.385E-26 1.719E+00 0.40000
3.63078E+02 0.0000 -0.0080 3.548E-26 1.802E+00 0.40000
3.54813E+02 0.0000 -0.0080 3.721E-26 1.890E+00 0.40000
3.46737E+02 0.0000 -0.0079 3.904E-26 1.983E+00 0.40000
3.38844E+02 0.0000 -0.0079 4.098E-26 2.081E+00 0.40000
3.31131E+02 0.0000 -0.0079 4.302E-26 2.185E+00 0.40000
3.23594E+02 0.0000 -0.0078 4.519E-26 2.295E+00 0.40000
3.16228E+02 0.0000 -0.0078 4.748E-26 2.411E+00 0.40000
3.09030E+02 0.0000 -0.0077 4.990E-26 2.534E+00 0.40000
3.01995E+02 0.0000 -0.0077 5.247E-26 2.665E+00 0.40000
2.95121E+02 0.0000 -0.0076 5.519E-26 2.803E+00 0.40000
2.88403E+02 0.0000 -0.0075 5.807E-26 2.949E+00 0.40000
2.81838E+02 0.0000 -0.0075 6.112E-26 3.105E+00 0.40000
2.75423E+02 0.0000 -0.0074 6.436E-26 3.269E+00 0.40000
2.69153E+02 0.0000 -0.0073 6.781E-26 3.444E+00 0.40000
2.63027E+02 0.0000 -0.0072 7.148E-26 3.630E+00 0.40000
2.57040E+02 0.0000 -0.0071 7.535E-26 3.827E+00 0.40000
2.51189E+02 0.0000 -0.0070 7.943E-26 4.034E+00 0.40000
2.45471E+02 0.0000 -0.0069 8.350E-26 4.241E+00 0.40000
2.39883E+02 0.0000 -0.0068 8.762E-26 4.450E+00 0.40000
2.34423E+02 0.0000 -0.0067 9.180E-26 4.663E+00 0.40000
2.29087E+02 0.0000 -0.0066 9.619E-26 4.885E+00 0.40000
2.23872E+02 0.0000 -0.0064 1.008E-25 5.120E+00 0.40000
2.18776E+02 0.0000 -0.0063 1.057E-25 5.366E+00 0.40000
2.13796E+02 0.0000 -0.0062 1.108E-25 5.625E+00 0.40000
2.08930E+02 0.0000 -0.0060 1.161E-25 5.897E+00 0.40000
2.04174E+02 0.0000 -0.0058 1.217E-25 6.183E+00 0.40000
1.99526E+02 0.0000 -0.0057 1.276E-25 6.483E+00 0.40000
1.94984E+02 0.0000 -0.0055 1.338E-25 6.798E+00 0.40000
1.90546E+02 0.0000 -0.0053 1.404E-25 7.129E+00 0.40000
1.86209E+02 0.0000 -0.0051 1.472E-25 7.478E+00 0.40000
1.81970E+02 0.0000 -0.0048 1.545E-25 7.845E+00 0.40000
1.77828E+02 0.0000 -0.0046 1.621E-25 8.232E+00 0.40000
1.73780E+02 0.0000 -0.0043 1.701E-25 8.641E+00 0.40000
1.69824E+02 0.0000 -0.0040 1.786E-25 9.072E+00 0.40000
1.65959E+02 0.0000 -0.0037 1.876E-25 9.530E+00 0.40000
1.62181E+02 0.0000 -0.0034 1.972E-25 1.002E+01 0.40000
1.58489E+02 0.0000 -0.0031 2.075E-25 1.054E+01 0.40000
1.54882E+02 0.0000 -0.0027 2.185E-25 1.110E+01 0.40000
1.51356E+02 0.0000 -0.0023 2.303E-25 1.170E+01 0.40000
1.47911E+02 0.0000 -0.0019 2.433E-25 1.236E+01 0.40000
1.44544E+02 0.0000 -0.0014 2.574E-25 1.307E+01 0.40000
1.41254E+02 0.0000 -0.0009 2.725E-25 1.384E+01 0.40000
1.38038E+02 0.0000 -0.0004 2.874E-25 1.460E+01 0.40000
1.34896E+02 0.0000  0.0002 3.006E-25 1.527E+01 0.40000
1.31826E+02 0.0000  0.0008 3.126E-25 1.588E+01 0.40000
1.28825E+02 0.0000  0.0015 3.248E-25 1.650E+01 0.40000
1.25893E+02 0.0000  0.0022 3.381E-25 1.717E+01 0.40000
1.23027E+02 0.0000  0.0029 3.528E-25 1.792E+01 0.40000
1.20226E+02 0.0000  0.0037 3.688E-25 1.873E+01 0.40000
1.17490E+02 0.0000  0.0046 3.861E-25 1.961E+01 0.40000
1.14815E+02 0.0000  0.0054 4.047E-25 2.055E+01 0.40000
1.12202E+02 0.0000  0.0063 4.246E-25 2.156E+01 0.40000
1.09648E+02 0.0000  0.0073 4.458E-25 2.264E+01 0.40000
1.07152E+02 0.0000  0.0082 4.684E-25 2.379E+01 0.40000
1.04713E+02 0.0000  0.0090 4.923E-25 2.500E+01 0.40000
1.02329E+02 0.0000  0.0098 5.178E-25 2.630E+01 0.40000
1.00000E+02 0.0000  0.0106 5.447E-25 2.767E+01 0.40000
9.77237E+01 0.0001  0.0112 5.733E-25 2.912E+01 0.40000
9.54993E+01 0.0001  0.0118 6.035E-25 3.065E+01 0.40000
9.33254E+01 0.0001  0.0123 6.354E-25 3.227E+01 0.40000
9.12011E+01 0.0001  0.0128 6.692E-25 3.399E+01 0.40000
8.91251E+01 0.0001  0.0132 7.049E-25 3.580E+01 0.40000
8.70964E+01 0.0001  0.0135 7.428E-25 3.773E+01 0.40000
8.51138E+01 0.0001  0.0136 7.831E-25 3.977E+01 0.40000
8.31764E+01 0.0001  0.0135 8.256E-25 4.193E+01 0.40000
8.12831E+01 0.0001  0.0132 8.708E-25 4.422E+01 0.40000
7.94328E+01 0.0001  0.0126 9.184E-25 4.664E+01 0.40000
7.76247E+01 0.0001  0.0118 9.687E-25 4.920E+01 0.40000
7.58578E+01 0.0001  0.0108 1.022E-24 5.190E+01 0.40000
7.41310E+01 0.0001  0.0097 1.078E-24 5.475E+01 0.40000
7.24436E+01 0.0001  0.0084 1.137E-24 5.775E+01 0.40000
7.07946E+01 0.0001  0.0070 1.199E-24 6.091E+01 0.40000
6.91831E+01 0.0001  0.0055 1.266E-24 6.427E+01 0.40000
6.76083E+01 0.0001  0.0038 1.335E-24 6.782E+01 0.40000
6.60693E+01 0.0001  0.0021 1.409E-24 7.158E+01 0.40000
6.45654E+01 0.0001  0.0003 1.487E-24 7.553E+01 0.40000
6.30957E+01 0.0001 -0.0017 1.570E-24 7.971E+01 0.40000
6.16595E+01 0.0001 -0.0036 1.657E-24 8.414E+01 0.40000
6.02560E+01 0.0001 -0.0055 1.749E-24 8.881E+01 0.40000
5.88844E+01 0.0001 -0.0075 1.846E-24 9.375E+01 0.40000
5.75440E+01 0.0001 -0.0094 1.949E-24 9.898E+01 0.40000
5.62341E+01 0.0001 -0.0113 2.058E-24 1.045E+02 0.40000
5.49541E+01 0.0001 -0.0132 2.174E-24 1.104E+02 0.40000
5.37032E+01 0.0001 -0.0149 2.297E-24 1.167E+02 0.40000
5.24807E+01 0.0002 -0.0166 2.427E-24 1.233E+02 0.39999
5.12861E+01 0.0002 -0.0182 2.565E-24 1.303E+02 0.39999
5.01187E+01 0.0002 -0.0197 2.712E-24 1.377E+02 0.39999
4.89779E+01 0.0002 -0.0208 2.868E-24 1.457E+02 0.39999
4.78630E+01 0.0002 -0.0219 3.035E-24 1.541E+02 0.39999
4.67735E+01 0.0002 -0.0228 3.212E-24 1.631E+02 0.39999
4.57088E+01 0.0002 -0.0236 3.402E-24 1.728E+02 0.39999
4.46684E+01 0.0002 -0.0242 3.605E-24 1.831E+02 0.39999
4.36516E+01 0.0002 -0.0247 3.821E-24 1.940E+02 0.39999
4.26580E+01 0.0002 -0.0251 4.051E-24 2.057E+02 0.39999
4.16869E+01 0.0002 -0.0255 4.296E-24 2.181E+02 0.39999
4.07380E+01 0.0002 -0.0259 4.555E-24 2.313E+02 0.39999
3.98107E+01 0.0002 -0.0263 4.827E-24 2.451E+02 0.39999
3.89045E+01 0.0002 -0.0267 5.111E-24 2.595E+02 0.39998
3.80189E+01 0.0003 -0.0272 5.405E-24 2.744E+02 0.39998
3.71535E+01 0.0003 -0.0277 5.702E-24 2.895E+02 0.39998
3.63078E+01 0.0003 -0.0282 5.999E-24 3.046E+02 0.39998
3.54813E+01 0.0003 -0.0288 6.296E-24 3.197E+02 0.39998
3.46737E+01 0.0003 -0.0295 6.586E-24 3.344E+02 0.39998
3.38844E+01 0.0003 -0.0303 6.864E-24 3.485E+02 0.39998
3.31131E+01 0.0003 -0.0312 7.128E-24 3.619E+02 0.39998
3.23594E+01 0.0003 -0.0321 7.374E-24 3.744E+02 0.39997
3.16228E+01 0.0003 -0.0331 7.600E-24 3.859E+02 0.39997
3.09030E+01 0.0003 -0.0341 7.805E-24 3.963E+02 0.39997
3.01995E+01 0.0004 -0.0351 7.992E-24 4.058E+02 0.39997
2.95121E+01 0.0004 -0.0361 8.164E-24 4.145E+02 0.39996
2.88403E+01 0.0004 -0.0371 8.328E-24 4.228E+02 0.39996
2.81838E+01 0.0004 -0.0380 8.492E-24 4.311E+02 0.39996
2.75423E+01 0.0004 -0.0388 8.663E-24 4.398E+02 0.39996
2.69153E+01 0.0005 -0.0394 8.849E-24 4.493E+02 0.39995
2.63027E+01 0.0005 -0.0398 9.055E-24 4.597E+02 0.39995
2.57040E+01 0.0005 -0.0402 9.285E-24 4.713E+02 0.39995
2.51189E+01 0.0005 -0.0404 9.542E-24 4.844E+02 0.39994
2.45471E+01 0.0006 -0.0404 9.825E-24 4.987E+02 0.39994
2.39883E+01 0.0006 -0.0405 1.012E-23 5.139E+02 0.39994
2.34423E+01 0.0006 -0.0408 1.049E-23 5.323E+02 0.39994
2.29087E+01 0.0007 -0.0410 1.085E-23 5.505E+02 0.39993
2.23872E+01 0.0007 -0.0412 1.128E-23 5.724E+02 0.39993
2.18776E+01 0.0007 -0.0414 1.177E-23 5.973E+02 0.39993
2.13796E+01 0.0008 -0.0416 1.232E-23 6.253E+02 0.39992
2.08930E+01 0.0008 -0.0417 1.282E-23 6.508E+02 0.39992
2.04174E+01 0.0009 -0.0418 1.329E-23 6.747E+02 0.39991
1.99526E+01 0.0009 -0.0418 1.396E-23 7.084E+02 0.39991
1.94984E+01 0.0009 -0.0420 1.461E-23 7.412E+02 0.39990
1.90546E+01 0.0010 -0.0425 1.512E-23 7.671E+02 0.39990
1.86209E+01 0.0010 -0.0433 1.544E-23 7.835E+02 0.39989
1.81970E+01 0.0011 -0.0442 1.563E-23 7.928E+02 0.39989
1.77828E+01 0.0012 -0.0452 1.533E-23 7.776E+02 0.39988
1.73780E+01 0.0014 -0.0462 1.492E-23 7.568E+02 0.39987
1.69824E+01 0.0016 -0.0471 1.437E-23 7.288E+02 0.39986
1.65959E+01 0.0018 -0.0480 1.375E-23 6.971E+02 0.39985
1.62181E+01 0.0020 -0.0488 1.302E-23 6.601E+02 0.39984
1.58489E+01 0.0024 -0.0495 1.226E-23 6.213E+02 0.39983
1.54882E+01 0.0028 -0.0502 1.158E-23 5.863E+02 0.39982
1.51356E+01 0.0032 -0.0508 1.096E-23 5.548E+02 0.39981
1.47911E+01 0.0037 -0.0513 1.044E-23 5.282E+02 0.39980
1.44544E+01 0.0043 -0.0515 1.001E-23 5.060E+02 0.39979
1.41254E+01 0.0048 -0.0515 9.898E-24 5.003E+02 0.39978
1.38038E+01 0.0052 -0.0514 1.028E-23 5.196E+02 0.39977
1.34896E+01 0.0053 -0.0513 1.117E-23 5.642E+02 0.39976
1.31826E+01 0.0054 -0.0513 1.231E-23 6.219E+02 0.39975
1.28825E+01 0.0054 -0.0514 1.362E-23 6.879E+02 0.39973
